Date,Open,High,Low,Close,Volume,AveragePrice,TrueRange,PriceAction,HighestHigh,LowestLow,SMA,EMA,EMA26,UpMove,DownMove,PlusDM,MinusDI,EMADM,ATR,PercK,PercD
10-05-2011,270,272.21,268.77,271.33,4082710,270.49,3.44,1.505,272.86,260.7,267.3807143,269.8767217,273.7642713,2.97,-3.22,2.97,0,,3.916204602,0.56383704,1.314041017
11-05-2011,270.07,271.77,266.85,267.73,4670852,269.31,4.92,-2.75,272.86,261,267.7285714,269.5904921,273.3172883,-0.44,1.92,0,1.92,,3.987904273,1.861325786,1.303162929
12-05-2011,267.62,268.47,265.46,267.52,2892942,266.965,3.01,0.505,272.86,261,268.0835714,269.3144265,272.8878595,-3.3,1.39,0,1.39,,3.918053968,1.960676323,1.461946383
13-05-2011,267.33,267.96,264.52,264.77,4208550,266.24,3.44,-2.75,272.86,262.6,268.2442857,268.708503,272.2865366,-0.51,0.94,0,0.94,,3.883907256,2.935307137,2.252436416
16-05-2011,263.15,263.64,258.2,259.21,5916308,260.92,5.44,-3.68,272.86,264.52,267.73,267.4420359,271.3179043,-4.32,6.32,0,6.32,,3.995056738,4.935994793,3.277326084
17-05-2011,257.52,265.61,257.52,265.23,6608948,261.565,8.09,7.52,272.86,258.2,267.4692857,267.1470978,270.8669484,1.97,0.68,1.97,0,,4.287552685,2.875555891,3.58228594
18-05-2011,264.77,265.17,262.85,264.9,3908586,264.01,2.32,0.955,272.86,257.52,267.1778571,266.8474848,270.4249522,-0.44,-5.33,0,0,,4.147013208,2.927493058,3.579681247
19-05-2011,266.44,268.27,264.86,265.62,4938672,266.565,3.41,-1.355,272.86,257.52,266.7185714,266.6838201,270.0690298,3.1,-2.01,3.1,0,,4.094369407,2.640264026,2.814437658
20-05-2011,265.9,265.93,261.56,262.02,3755860,263.745,4.37,-3.665,272.21,257.52,266.2,266.0619774,269.4728054,-2.34,3.3,0,3.3,,4.114057306,3.693701858,3.087152981
23-05-2011,258.3,260,256.7,259.2,4505276,258.35,3.3,1.3,272.21,257.52,265.6471429,265.1470471,268.7118568,-5.93,4.86,0,4.86,,4.055910356,4.802332878,3.712099587
24-05-2011,260.22,261.98,259.08,259.13,3777076,260.53,2.9,-1.945,272.21,256.7,265.0207143,264.3447742,268.0020897,1.98,-2.38,1.98,0,,3.973345331,4.771023691,4.422352809
25-05-2011,258.92,261.38,258.62,259.83,2603134,260,2.76,0.285,272.21,256.7,264.4985714,263.7428043,267.3967497,-0.6,0.46,0,0.46,,3.886677807,4.552725935,4.708694168
26-05-2011,258.85,261.06,257.5,259.06,4237418,259.28,3.56,-0.115,272.21,256.7,263.885,263.1184304,266.7792127,-0.32,1.12,0,1.12,,3.863343678,4.828789131,4.717512919
27-05-2011,259.24,260.9,258.15,260.45,3492006,259.525,2.75,1.53,272.21,256.7,263.2857143,262.7626397,266.3103821,-0.16,-0.65,0,0,,3.783819129,4.344613566,4.575376211
31-05-2011,262.61,264.52,261.75,264.51,5374620,263.135,2.77,2.325,271.77,256.7,262.7985714,262.995621,266.1770205,3.62,-3.6,3.62,0,,3.711403477,2.694427434,3.955943377
01-06-2011,264.02,266.6,262.65,262.8,5904560,264.625,3.95,-2.435,268.47,256.7,262.4464286,262.9695382,265.9268708,2.08,-0.9,2.08,0,,3.728446086,2.092984626,3.044008542
02-06-2011,263.79,265.15,261.24,264.03,4408844,263.195,3.91,0.955,268.27,256.7,262.1971429,263.1109331,265.7863619,-1.45,1.41,0,1.41,,3.741414223,1.586143688,2.124518583
03-06-2011,261,263.8,260.75,261.54,3471724,262.275,3.05,-0.465,268.27,256.7,261.9664286,262.9014754,265.4718165,-1.35,0.49,0,0.49,,3.692027493,2.504325823,2.061151379
06-06-2011,261.77,263.41,259.62,260.53,3884176,261.515,3.79,-1.605,268.27,256.7,262.0607143,262.5852787,265.1057561,-0.39,1.13,0,1.13,,3.699025529,2.867994442,2.319487984
07-06-2011,261.35,262.32,259.5,259.52,3815018,260.91,2.82,-2.305,268.27,256.7,261.6528571,262.1765748,264.6919963,-1.09,0.12,0,0.12,,3.636237991,3.23385383,2.868724698
08-06-2011,258.27,260.62,257.89,259.58,3304324,259.255,2.73,0.98,268.27,256.7,261.2728571,261.8303649,264.3133299,-1.7,1.61,0,1.61,,3.571506706,3.251150436,3.117666236
09-06-2011,260,260,257.82,258.36,3378172,258.91,2.18,-1.37,266.6,256.7,260.7542857,261.3676495,263.8723425,-0.62,0.07,0,0.07,,3.47211337,3.074971079,3.186658448
10-06-2011,257.04,258.35,254.64,254.76,4858400,256.495,3.71,-2.875,266.6,256.7,260.2357143,260.4866296,263.1973542,-1.65,3.18,0,3.18,,3.489105272,4.393728546,3.573283354
13-06-2011,255,255.1,251.08,252.36,4854416,253.09,4.02,-2.05,266.6,254.64,259.7471429,259.403079,262.3945872,-3.25,3.56,0,3.56,,3.527026324,5.300576959,4.256425528
14-06-2011,254.08,257.04,253.5,254.18,4682922,255.27,3.54,-1.04,266.6,251.08,259.3935714,258.7066685,261.7860993,1.94,-2.42,1.94,0,,3.527953015,4.640561949,4.778289151
15-06-2011,252.52,254.18,250.3,251.48,4145378,252.24,3.88,-1.28,266.6,251.08,258.7971429,257.7431127,261.0226845,-2.86,3.2,0,3.2,,3.553099228,5.644318352,5.19515242
16-06-2011,251.4,253.28,248.34,250.18,5514032,250.81,4.94,-1.24,266.6,250.3,258.1628571,256.7346976,260.2195227,-0.9,1.96,0,1.96,,3.652163569,6.130525687,5.471801996
17-06-2011,253.09,253.34,242.4,242.51,10405978,247.87,10.94,-10.65,266.6,248.34,256.8814286,254.8380713,258.9077062,0.06,5.94,0,5.94,,4.172723314,8.688908927,6.821250988
20-06-2011,242.5,243.12,239.62,242.29,6057278,241.37,3.5,0.815,266.6,242.4,255.2942857,253.1649951,257.676765,-10.22,2.78,0,2.78,,4.124671649,9.146490584,7.988641733
21-06-2011,243.6,246.97,242.36,246.5,5530714,244.665,4.61,3.285,265.15,239.62,254.13,252.2763291,256.8488565,3.85,-2.74,3.85,0,,4.15933796,7.121990339,8.31912995
22-06-2011,245.72,246.18,243.36,243.5,4815744,244.77,2.82,-2.38,263.8,239.62,252.6635714,251.1061519,255.8600523,-0.79,-1,0,0,,4.063670963,7.626418213,7.964966379
23-06-2011,241.01,241.43,236.86,240.11,9604604,239.145,4.57,0.515,263.41,239.62,251.1328571,249.6399983,254.6933818,-4.75,6.5,0,6.5,,4.099837322,8.862853991,7.870420848
24-06-2011,240.36,240.38,236.51,237.44,7606402,238.445,3.87,-2.465,262.32,236.86,249.4835714,248.0133319,253.4153535,-1.05,0.35,0,0.35,,4.083420371,9.396302661,8.628524955
27-06-2011,237,244.2,236.8,241.4,6889266,240.5,7.4,3.1,260.62,236.51,248.1892857,247.1315543,252.5253273,3.82,-0.29,3.82,0,,4.320318916,7.463497981,8.574218211
28-06-2011,242.48,248.1,242.01,246.82,5433728,245.055,6.09,3.935,260,236.51,247.2778571,247.0900137,252.1027105,3.9,-5.21,3.9,0,,4.446724707,5.147130611,7.335643751
29-06-2011,247.98,250.12,246.19,248.78,4685840,248.155,3.93,1.025,258.35,236.51,246.5935714,247.3153452,251.8565838,2.02,-4.18,2.02,0,,4.4098158,3.719032352,5.443220315
30-06-2011,251,253.34,250.75,253.19,4856640,252.045,2.59,2.24,257.04,236.51,246.4814286,248.0986325,251.9553553,3.22,-4.56,3.22,0,,4.279828957,1.510989011,3.459050658
01-07-2011,253.37,260.59,253.19,260.52,7273284,256.89,7.4,7.205,257.04,236.51,247.0642857,249.7548149,252.5897735,7.25,-2.44,7.25,0,,4.502698317,-1.392919327,1.279034012
05-07-2011,262.65,267.7,262.65,266.22,7699102,265.175,5.05,2.83,260.59,236.51,247.9242857,251.9501729,253.5994199,7.11,-9.46,7.11,0,,4.541791295,-2.184202359,-0.688710892
06-07-2011,266.75,269.26,266.52,267.68,5391162,267.89,2.74,0.255,267.7,236.51,249.0814286,254.0474832,254.6424258,1.56,-3.87,1.56,0,,4.413091916,0.007478173,-1.189881171
07-07-2011,270.5,275.34,267.94,273.3,7195636,271.64,7.4,3.06,269.26,236.51,250.7328571,256.6144854,256.0244683,6.08,-1.42,6.08,0,,4.626442494,-1.517655898,-1.231460028
08-07-2011,266.48,268.82,263.64,266,9540140,266.23,5.18,-0.47,275.34,236.51,252.4107143,257.8658873,256.7633966,-6.52,4.3,0,4.3,,4.665982316,3.386389181,0.625403819
11-07-2011,264.09,267.99,262.75,263.64,5664054,265.37,5.24,-1.955,275.34,236.51,253.9357143,258.635769,257.2727746,-0.83,0.89,0,0.89,,4.706983579,4.219333201,2.029355495
12-07-2011,264.08,269.71,263,267,5682298,266.355,6.71,2.105,275.34,236.51,255.4,259.7509998,257.9933099,1.72,-0.25,1.72,0,,4.85005618,3.052317602,3.552679995
13-07-2011,268.5,272,268.24,269.13,5577542,270.12,3.76,-0.675,275.34,236.51,257.2307143,261.0015332,258.8182499,2.29,-5.24,2.29,0,,4.772195025,2.249877724,3.173842842
14-07-2011,269.56,271,263.36,264.47,13228862,267.18,7.64,-5.255,275.34,236.51,258.9707143,261.4639954,259.236898,-1,4.88,0,4.88,,4.977038237,3.873910797,3.058702041
15-07-2011,298.75,300.12,294.08,298.81,27469004,297.1,6.04,1.74,275.34,236.8,263.3542857,266.4434627,262.1682389,29.12,-30.72,29.12,0,,5.052964077,-8.578216374,-0.818142618
18-07-2011,296.24,301.02,296,297.47,8938074,298.51,5.02,-0.425,300.12,242.01,267.3592857,270.5803343,264.7831842,0.9,-1.92,0.9,0,,5.0506095,0.881731521,-1.274191352
19-07-2011,298.07,302.34,297.76,301.27,5918434,300.05,4.58,2.82,301.02,246.19,271.2485714,274.6722898,267.4859113,1.32,-1.76,1.32,0,,5.016994536,-0.083836351,-2.593440402
20-07-2011,301.09,301.42,297.68,297.68,4456992,299.55,3.74,-3.575,302.34,250.75,274.7414286,277.7399845,269.7225104,-0.92,0.08,0,0.08,,4.925780641,1.523298956,0.773731375
21-07-2011,297.02,304.03,297,303.5,6939100,300.515,7.03,6.225,302.34,253.19,278.335,281.1746532,272.2245467,2.61,0.68,2.61,0,,5.076082023,-0.391739696,0.349240969
22-07-2011,302.7,309.75,302.14,309.12,7061542,305.945,7.61,6.385,304.03,262.65,281.8064286,284.9006994,274.9575432,5.72,-5.14,5.72,0,,5.257076165,-1.71009088,-0.192843873
25-07-2011,306.68,312.7,306.5,309.49,6263904,309.6,6.2,1.295,309.75,262.75,284.8971429,288.1792728,277.515503,2.95,-4.36,2.95,0,,5.324427867,0.084291064,-0.672513171
26-07-2011,309.02,313.75,308.61,311.26,4686340,311.18,5.14,1.2,312.7,262.75,288.01,291.2567031,280.0150954,1.05,-2.11,1.05,0,,5.311254448,0.462279294,-0.387840174
27-07-2011,308.59,310.48,302.38,303.61,7868782,306.43,8.1,-5.31,313.75,262.75,290.175,292.9038094,281.7628661,-3.27,6.23,0,6.23,,5.510450559,3.178085627,1.241551995
28-07-2011,302.6,307.99,301.5,305.47,6217830,304.745,6.49,2.16,313.75,262.75,292.9942857,294.5793015,283.5189501,-2.49,0.88,0,0.88,,5.580418376,2.657338169,2.099234363
29-07-2011,302.12,307.48,301.85,301.85,8275002,304.665,5.63,-2.95,313.75,263,295.7235714,295.5487279,284.8768056,-0.51,-0.35,0,0,,5.583959921,3.757499211,3.197641002
01-08-2011,305.51,307.75,299.59,303.38,7933236,303.67,8.16,-1.355,313.75,263.36,298.3221429,296.5928975,286.2474126,0.27,2.26,0,2.26,,5.767962784,3.290966503,3.235267961
02-08-2011,303,304.83,295.79,296.2,6402406,300.31,9.04,-7.51,313.75,263.36,300.2557143,296.5405112,286.9846413,-2.92,3.8,0,3.8,,6.001679728,5.462864969,4.170443561
03-08-2011,297.14,301.5,291.82,300.58,7651420,296.66,9.68,5.64,313.75,294.08,302.835,297.0791097,287.9917049,-3.33,3.97,0,3.97,,6.26441689,4.274447438,4.342759637
04-08-2011,297.5,299.42,288.74,288.76,9787000,294.08,10.68,-9.69,313.75,291.82,302.1171429,295.9698951,288.0486157,-2.08,3.08,0,3.08,,6.579815683,7.726317091,5.821209833
05-08-2011,291.27,295,281,289.52,10143702,288,14,0.645,313.75,288.74,301.5492857,295.1099091,288.1576071,-4.42,7.74,0,7.74,,7.109828849,7.738618035,6.579794188
08-08-2011,281.1,284.5,272.18,273.01,14986986,278.34,12.32,-9.375,313.75,281,299.5307143,292.1632545,287.0355621,-10.5,8.82,0,8.82,,7.481983931,12.60812379,9.357686306
09-08-2011,280.5,287.3,270.5,286.7,12939860,278.9,16.8,10.9,313.75,272.18,298.7464286,291.4348206,287.0107057,2.8,1.68,2.8,0,,8.147556507,8.93181443,9.759518752
10-08-2011,280.69,282.06,273.86,274.5,10744528,277.96,8.2,-6.555,313.75,270.5,296.675,289.1768445,286.0839867,-5.24,-3.36,0,0,,8.151302471,12.25394546,11.26462789
11-08-2011,277,284.25,274.2,281.06,9663438,279.225,10.05,3.865,313.75,270.5,294.6707143,288.0945986,285.7118396,2.19,-0.34,2.19,0,,8.286923723,10.54907466,10.57827818
12-08-2011,284.75,285.25,280.2,281.88,6310502,282.725,5.05,-2.28,313.75,270.5,292.6985714,287.2659854,285.4279996,1,-6,1,0,,8.055714886,10.08448565,10.96250192
15-08-2011,276.74,282.5,273.02,278.62,10997384,277.76,9.48,1.8,310.48,270.5,290.3671429,286.1131874,284.9237033,-2.75,7.18,0,7.18,,8.157449537,10.32136841,10.31830957
16-08-2011,276.21,276.22,265.15,269.5,13879096,270.685,11.07,-4.54,307.99,270.5,287.9307143,283.8980957,283.7812068,-6.28,7.87,0,7.87,,8.365488856,12.3156177,10.90715725
17-08-2011,270,271.85,265.38,266.58,8110602,268.615,6.47,-3.745,307.75,265.15,285.1528571,281.5890163,282.5070433,-4.37,-0.23,0,0,,8.230096795,13.21690557,11.95129723
18-08-2011,261.74,262.44,250.24,252.44,12581336,256.34,12.2,-8.55,307.75,265.15,281.6235714,277.7024808,280.2798549,-9.41,15.14,0,15.14,,8.513661309,17.48656339,14.33969555
19-08-2011,249.84,257.44,245.43,245.46,10820114,251.435,12.01,-8.165,304.83,250.24,277.4864286,273.4034834,277.7006064,-5,4.81,0,4.81,,8.763399787,18.96835413,16.55727436
22-08-2011,252,253.5,247.26,249.08,9814130,250.38,6.24,-2.76,301.5,245.43,274.1207143,270.1603522,275.5805615,-3.94,-1.83,0,0,,8.583156945,17.22868599,17.8945345
23-08-2011,251.75,260.7,249.53,259.41,8677626,255.115,11.17,8.125,299.42,245.43,271.18,268.7269719,274.3827421,7.2,-2.27,7.2,0,,8.767931449,13.73521688,16.64408567
24-08-2011,259.67,265,258.62,261.64,7194188,261.81,6.38,0.815,295,245.43,269.2428571,267.7820423,273.4388353,4.3,-9.09,4.3,0,,8.597364917,11.33980319,14.10123535
25-08-2011,265.29,268.64,259.15,260.02,6574480,263.895,9.49,-6.51,287.3,245.43,267.1357143,266.7471034,272.4448475,3.64,-0.53,3.64,0,,8.661124566,9.284912018,11.45331069
26-08-2011,259.98,265.23,256.57,263.43,7180700,260.9,8.66,4.255,287.3,245.43,266.4514286,266.3048229,271.777081,-3.41,2.58,0,2.58,,8.66104424,8.433287993,9.686001065
29-08-2011,267.28,269.73,266.78,269.54,4674128,268.255,2.95,2.415,285.25,245.43,265.2257143,266.7361799,271.6113713,4.5,-10.21,4.5,0,,8.253112508,5.554475224,7.757558412
30-08-2011,269.09,271.5,265.4,270.35,5978152,268.45,6.1,2.53,285.25,245.43,264.9292857,267.2180225,271.5179364,1.77,1.38,1.77,0,,8.099318758,5.270232032,6.41933175
31-08-2011,272.57,273.15,268,270.48,5386580,270.575,5.15,-1.14,285.25,245.43,264.1735714,267.6529529,271.4410522,1.65,-2.6,1.65,0,,7.888653132,5.157302978,5.327336745
01-09-2011,270.38,271.92,265.61,266.25,4830970,268.765,6.31,-4.58,282.5,245.43,263.0571429,267.4658925,271.0565298,-1.23,2.39,0,2.39,,7.775892194,5.660443082,5.362659364
02-09-2011,262.49,263.96,260.36,262.42,2990054,262.16,3.6,0.225,276.22,245.43,261.9,266.7931068,270.4167869,-7.96,5.25,0,5.25,,7.47761418,5.000090581,5.272612214
06-09-2011,255.84,261.38,255.25,261.09,5431954,258.315,6.13,5.4,273.15,245.43,261.2992857,266.0326926,269.7259138,-2.58,5.11,0,5.11,,7.381356025,4.504201681,5.054911781
07-09-2011,265.23,267.97,263.7,267.02,5514240,265.835,4.27,2.08,273.15,245.43,261.3307143,266.1643336,269.5254757,6.59,-8.45,6.59,0,,7.159116309,2.261408492,3.921900251
08-09-2011,266.9,269.55,265.95,267.48,4761650,267.75,3.6,0.02,273.15,245.43,262.405,266.3397558,269.373959,1.58,-2.25,1.58,0,,6.904893715,2.075934537,2.94718157
09-09-2011,265.7,267.32,260.6,262.42,6537738,263.96,6.72,-3.18,273.15,247.26,263.6164286,265.8171217,268.8588509,-2.23,5.35,0,5.35,,6.891687021,3.883038396,2.740127142
12-09-2011,258.98,266,258.75,265.06,5340942,262.375,7.25,5.725,273.15,249.53,264.7578571,265.7161721,268.5774546,-1.32,1.85,0,1.85,,6.917280805,3.025147238,2.994706723
13-09-2011,266,266.94,261.7,264.76,4708300,264.32,5.24,-0.18,273.15,255.25,265.14,265.5886825,268.2946802,0.94,-2.95,0.94,0,,6.797475034,3.069549629,3.325911754
14-09-2011,266.3,268.48,262.91,266.04,5388678,265.695,5.57,0.215,273.15,255.25,265.4542857,265.6488582,268.1276668,1.54,-1.21,1.54,0,,6.709798245,2.605015846,2.899904237
15-09-2011,267.75,272.49,267.28,271.28,5923934,269.885,5.21,3.16,273.15,255.25,266.2585714,266.3996771,268.361173,4.01,-4.37,4.01,0,,6.602669799,0.692618245,2.122394573
16-09-2011,272.4,273.42,271.57,273.34,7069358,272.495,1.85,1.315,273.15,255.25,266.9664286,267.3250535,268.729975,0.93,-4.29,0.93,0,,6.263193385,-0.069895341,1.075912917
19-09-2011,270.15,274.95,267.69,273.33,3895032,271.32,7.26,3.6,273.42,255.25,267.2371429,268.125713,269.0707176,1.53,3.88,0,3.88,,6.334393858,0.03335557,0.218692825
20-09-2011,274.7,279.26,271.33,273.32,5558156,275.295,7.93,-2.665,274.95,255.25,267.4492857,268.8182846,269.3854792,4.31,-3.64,4.31,0,,6.448365725,0.587144066,0.183534765
21-09-2011,273.84,277.5,269.43,269.6,5031086,273.465,8.07,-5.985,279.26,255.25,267.3864286,268.9225133,269.4013697,-1.76,1.9,0,1.9,,6.564196745,3.386562429,1.335687355
22-09-2011,263.12,264.39,257,260.33,8801172,260.695,7.39,-1.76,279.26,255.25,266.9635714,267.7768449,268.7294163,-13.11,12.43,0,12.43,,6.623182691,6.736175361,3.569960619
23-09-2011,258.28,263.21,257.25,262.76,5555740,260.23,5.96,4.77,279.26,255.25,266.9878571,267.1079322,268.2872374,-1.18,-0.25,0,0,,6.575812499,6.011147947,5.377961912
26-09-2011,263.62,266.46,256.62,265.94,5268468,261.54,9.84,5.56,279.26,257,267.3342857,266.9522079,268.1133679,3.25,0.63,3.25,0,,6.808968749,4.866642309,5.871321872
27-09-2011,269.1,273.52,268.02,269.67,6021850,270.77,5.5,-0.815,279.26,256.62,267.5235714,267.3145802,268.228674,7.06,-11.4,7.06,0,,6.715470981,3.424082835,4.76729103
28-09-2011,270.75,272.01,263.85,264.42,4526806,267.93,8.16,-6.675,279.26,256.62,267.305,266.9286362,267.94655,-1.51,4.17,0,4.17,,6.818651626,5.189990732,4.493571959
29-09-2011,268.02,268.65,259.7,263.75,5813362,264.175,8.95,-2.56,279.26,256.62,267.4,266.504818,267.6356944,-3.36,4.15,0,4.15,,6.970890795,5.503512881,4.705862149
30-09-2011,260.1,262,257.19,257.52,5448282,259.595,4.81,-3.365,279.26,256.62,266.8614286,265.3068423,266.8863837,-6.65,2.51,0,2.51,,6.816541453,7.692171605,6.128558406
03-10-2011,254.67,256,247.5,247.76,8947526,251.75,8.5,-7.445,279.26,256.62,265.6471429,262.9672633,265.4696146,-6,9.69,0,9.69,,6.936788492,10.98690291,8.060862467
04-10-2011,245.02,251.72,240.3,250.95,8318060,246.01,11.42,7.905,279.26,247.5,264.5692857,261.3649615,264.3940876,-4.28,7.2,0,7.2,,7.257017885,10.43282785,9.703967455
05-10-2011,248,253.9,240.38,252.35,9068704,247.14,13.52,7.385,279.26,240.3,263.2171429,260.1629667,263.5019329,2.18,-0.08,2.18,0,,7.704373751,9.897931034,10.4392206
06-10-2011,253.95,257.62,251.3,257.36,6849046,254.46,6.32,4.605,279.26,240.3,262.0757143,259.7892378,263.0469749,3.72,-10.92,3.72,0,,7.605489911,7.973639657,9.434799512
07-10-2011,258.42,260.25,255.15,257.56,3842814,257.7,5.1,-0.57,279.26,240.3,260.9492857,259.4920061,262.6405324,2.63,-3.85,2.63,0,,7.426526346,7.754708216,8.542092969
10-10-2011,262.59,268.74,261.6,268.58,4644406,265.17,7.14,6.405,277.5,240.3,260.6107143,260.7037386,263.0804929,8.49,-6.45,8.49,0,,7.406060179,3.290359468,6.339569114
11-10-2011,266.73,273.4,266.73,271.59,5707154,270.065,6.67,3.955,273.52,240.3,260.7528571,262.1552401,263.7108268,4.66,-5.13,4.66,0,,7.353484452,0.715968319,3.920345334
12-10-2011,274.06,277.62,272.32,274.25,6355818,274.97,5.3,-0.625,273.52,240.3,261.7471429,263.7678748,264.4915063,4.22,-5.59,4.22,0,,7.206806991,-0.266282442,1.246681782
13-10-2011,275.02,279.5,274.01,279.5,11333528,276.755,5.49,4.985,277.62,240.3,262.9428571,265.8654915,265.6032466,1.88,-1.69,1.88,0,,7.08417792,-0.689566637,-0.079960253
14-10-2011,299.74,299.8,293.79,295.84,17061086,296.795,6.01,-2.905,279.5,240.3,265.0785714,269.8620926,267.8430061,20.3,-19.78,20.3,0,,7.007450926,-5.786016537,-2.247288538
17-10-2011,291.86,295.92,289,291.2,8016604,292.46,6.92,-1.59,299.8,240.3,266.6164286,272.7071469,269.5731538,-3.88,4.79,0,4.79,,7.001204431,2.853445702,-1.207379157
18-10-2011,290.1,296.28,288.7,295.26,7601594,292.49,7.58,5.35,299.8,240.3,268.8192857,275.714194,271.4758831,0.36,0.3,0.36,0,,7.042546972,1.541857701,-0.463571045
19-10-2011,293.67,296.03,289.61,290.35,5862908,292.82,6.42,-4.13,299.8,240.3,270.7192857,277.6656348,272.8739658,-0.25,-0.91,0,0,,6.998079331,3.109268582,2.501523995
20-10-2011,290.97,294.44,289.76,291.83,6757938,292.1,4.68,0.16,299.8,240.3,273.17,279.5542168,274.2781165,-1.59,-0.15,0,0,,6.832502236,2.659858497,2.436994926
21-10-2011,294.76,296.38,293.35,295.24,6784916,294.865,3.03,0.615,299.8,240.3,276.5614286,281.6456546,275.8308486,1.94,-3.59,1.94,0,,6.560894933,1.524140582,2.43108922
24-10-2011,293.38,299.98,293.25,298.21,6853676,296.615,6.73,4.01,299.8,240.38,279.9371429,283.854234,277.4885636,3.6,0.1,3.6,0,,6.572973867,0.537543528,1.573847535
25-10-2011,296.5,297.5,291.42,291.58,5080890,294.46,6.08,-5.34,299.98,251.3,282.7392857,284.8843361,278.5323737,-2.48,1.83,0,1.83,,6.537761447,2.751211843,1.604298651
26-10-2011,294.77,295.09,286.43,293.15,5746080,290.76,8.66,1.58,299.98,255.15,285.2957143,285.9864246,279.6151608,-2.41,4.99,0,4.99,,6.689349916,2.288873995,1.859209788
27-10-2011,299.21,301.35,296.65,299.33,7560444,299,4.7,0.39,299.98,261.6,288.2792857,287.765568,281.0755193,6.26,-10.22,6.26,0,,6.547253493,0.216963183,1.752349674
28-10-2011,297.26,301.15,297.12,300.07,5015894,299.135,4.03,2.34,301.35,266.73,290.5285714,289.4061589,282.4825178,-0.2,-0.47,0,0,,6.367449672,0.428079328,0.977972169
31-10-2011,297.54,299.85,295.83,296.32,5115476,297.84,4.02,-2.13,301.35,272.32,292.295,290.3280044,283.5075165,-1.3,1.29,0,1.29,,6.199774695,1.657440359,0.76749429
01-11-2011,290.05,292.76,288.38,289.32,6250398,290.57,4.38,-1.615,301.35,274.01,293.3714286,290.1936038,283.9380708,-7.09,7.45,0,7.45,,6.069790789,3.970755698,2.018758462
02-11-2011,292.45,293.98,290.24,292.41,4243798,292.11,3.74,0.28,301.35,286.43,294.2935714,290.4891233,284.5656211,1.22,-1.86,1.22,0,,5.903377161,2.969409108,2.865868388
03-11-2011,293.5,298.75,291.86,298.75,5339490,295.305,6.89,6.07,301.35,286.43,294.5014286,291.5905735,285.6163159,4.77,-1.62,4.77,0,,5.973850221,0.880520184,2.606894997
04-11-2011,296.75,299.87,296.21,298.07,5670758,298.04,3.66,0.69,301.35,286.43,294.9921429,292.4544971,286.538811,1.12,-4.35,1.12,0,,5.808575205,1.09093328,1.646954191
07-11-2011,296.66,304.39,296.12,304.17,6717334,300.255,8.27,7.67,301.35,286.43,295.6285714,294.0165641,287.844825,4.52,0.09,4.52,0,,5.984391262,-0.96022882,0.337074881
08-11-2011,304.74,307.18,301.8,306.17,6055316,304.49,5.38,2.395,304.39,286.43,296.7585714,295.6370222,289.2022454,2.79,-5.68,2.79,0,,5.941220457,-0.589413732,-0.152903091
09-11-2011,302.13,304.7,299.33,300.48,7421344,302.015,5.37,-2.36,307.18,286.43,297.3764286,296.2827526,290.0376346,-2.48,2.47,0,2.47,,5.900418996,2.164502165,0.204953204
10-11-2011,302.96,302.98,295.78,297.54,5736922,299.38,7.2,-4.55,307.18,286.43,297.5407143,296.4503856,290.5933654,-1.72,3.55,0,3.55,,5.993246211,3.092419722,1.555836052
11-11-2011,300.75,306.04,299.3,304.18,7954040,302.67,6.74,3.225,307.18,286.43,297.9671429,297.4810009,291.5997828,3.06,-3.52,3.06,0,,6.046585767,0.986988205,2.081303364
14-11-2011,304.05,309.04,303.89,306.5,6377254,306.465,5.15,1.26,307.18,286.43,299.0328571,298.6835341,292.7035025,3,-4.59,3,0,,5.982543927,0.222280335,1.433896087
15-11-2011,306.4,309.04,305.25,308.28,5351922,307.145,3.79,2.075,309.04,288.38,300.1135714,299.9630629,293.8573172,0,-1.36,0,0,,5.825933646,0.24758523,0.485617923
16-11-2011,306.04,309.15,305.3,305.74,5217360,307.225,3.85,-1.635,309.04,288.38,300.5714286,300.7333211,294.7375159,0.11,-0.05,0.11,0,,5.684795529,1.062203267,0.51068961
17-11-2011,305.02,306.14,298.39,300.44,6986554,302.265,7.75,-4.115,309.15,288.38,300.5978571,300.6942117,295.1599221,-3.01,6.91,0,6.91,,5.832310134,2.780393596,1.363394031
18-11-2011,301,302.25,296.88,297.44,6575236,299.565,5.37,-3.905,309.15,288.38,300.6778571,300.2603168,295.3288168,-3.89,1.51,0,1.51,,5.799287981,3.740556771,2.527717878
21-11-2011,293.87,294.25,286.04,290.47,6002432,290.145,8.21,-1.375,309.15,290.24,300.76,298.9549412,294.9689044,-8,10.84,0,10.84,,5.971481697,6.01561871,4.178856359
22-11-2011,290,292.48,287.62,290,4810560,290.05,4.86,-0.05,309.15,286.04,300.5878571,297.760949,294.6008374,-1.77,-1.58,0,0,,5.892090147,6.193402329,5.316525937
23-11-2011,287.59,290.12,285.06,285.06,4651772,287.59,5.06,-3.795,309.15,286.04,299.61,296.0674892,293.8941087,-2.36,2.56,0,2.56,,5.832655137,7.697838278,6.635619772
25-11-2011,282.6,287.14,280.67,280.68,2844964,283.905,6.47,-4.185,309.15,285.06,298.3678571,294.0158239,292.9152859,-2.98,4.39,0,4.39,,5.87817977,9.086121882,7.65912083
28-11-2011,289.68,294.41,288.25,294.1,5657734,291.33,6.16,4.98,309.15,280.67,297.6485714,294.0270474,293.0030425,7.27,-7.58,7.27,0,,5.898309786,4.947890982,7.243950381
