Date,Open,High,Low,Close,Volume,AveragePrice,TrueRange,PriceAction,HighestHigh,LowestLow,SMA,EMA,EMA26,UpMove,DownMove,PlusDM,MinusDI,EMADM,ATR,PercK,PercD
09-07-2008,275.38,277.84,270.36,270.77,8308000,274.1,7.48,-5.635,281.89,257.54,270.2564286,271.7490424,273.9204659,0.24,-0.36,0.24,0,,7.149837568,3.867489783,4.132490202
10-07-2008,272.5,274.75,265.36,270.29,8663400,270.055,9.39,-0.87,278.9,257.54,269.5557143,271.5545034,273.6515425,-3.09,5,0,5,,7.309849171,3.077527969,3.180279064
11-07-2008,268.25,269.75,259.71,266.9,9962800,264.73,10.04,1.495,278.9,257.54,269.105,270.9339029,273.1514282,-5,5.65,0,5.65,,7.504859944,4.325805231,3.756940995
14-07-2008,269.5,270.03,257.73,260.81,8849600,263.88,12.3,-7.415,278.9,257.54,268.2628571,269.5840492,272.2372483,0.28,1.98,0,1.98,,7.847369948,6.318215951,4.573849717
15-07-2008,258.14,263.75,250.55,258.04,12142000,257.15,13.2,0.84,278.9,257.54,267.3264286,268.0448426,271.1856003,-6.28,7.18,0,7.18,,8.229700666,7.50197799,6.048666391
16-07-2008,257.02,268.25,255.3,267.8,9484400,261.775,12.95,11.415,277.84,250.55,266.7764286,268.012197,270.9348151,4.5,-4.75,4.5,0,,8.566864904,3.768415126,5.862869689
17-07-2008,267.08,268.52,262.25,266.72,17574800,265.385,6.27,1.155,277.84,250.55,266.9414286,267.839904,270.6226066,0.27,-6.95,0.27,0,,8.402803125,4.019010788,5.096467968
18-07-2008,249.18,249.49,239.1,240.66,22584800,244.295,10.39,-7.895,277.84,250.55,265.2714286,264.2159168,268.4031542,-19.03,23.15,0,23.15,,8.544745759,13.01205663,6.933160847
21-07-2008,240.44,242.04,232.85,234.4,11803000,237.445,9.19,-6.065,277.84,239.1,263.2135714,260.2404612,265.8844021,-7.45,6.25,0,6.25,,8.590835348,15.3008929,10.77732011
22-07-2008,233.36,240.12,232.8,238.56,9383000,236.46,7.32,4.7,277.84,232.85,261.1564286,257.3497331,263.8603723,-1.92,0.05,0,0.05,,8.500061394,14.38090357,14.23128437
23-07-2008,240.8,248.62,239.05,244.61,9788200,243.835,9.57,2.68,277.84,232.8,259.8057143,255.651102,262.4344188,8.5,-6.25,8.5,0,,8.576485581,12.07660997,13.91946881
24-07-2008,248.35,248.44,237.81,237.81,7081800,243.125,10.63,-10.585,277.84,232.8,257.6135714,253.2722884,260.6103878,-0.18,1.24,0,1.24,,8.723165182,13.87882465,13.44544606
25-07-2008,243.24,246.56,240.75,245.99,6367000,243.655,5.81,3.71,277.84,232.8,255.7585714,252.3013166,259.5273961,-1.88,-2.94,0,0,,8.515081955,11.61857513,12.52466992
28-07-2008,246.04,246.04,237.56,238.56,6320000,241.8,8.48,-6.98,277.84,232.8,252.9942857,250.4691411,257.9742556,-0.52,3.19,0,3.19,,8.512576101,13.79116635,13.09618871
29-07-2008,239.65,243.63,239,241.56,5605600,241.315,4.63,1.2,274.75,232.8,250.9078571,249.2812556,256.7583848,-2.41,-1.44,0,0,,8.235249236,12.13306525,12.51426891
30-07-2008,242.75,243.01,236.4,241.35,6981400,239.705,6.61,0.945,270.03,232.8,248.8407143,248.2237548,255.617023,-0.62,2.6,0,2.6,,8.119160005,10.65834216,12.19419125
31-07-2008,237.28,240.44,235.72,236.88,5730200,238.08,4.72,-1.4,270.03,232.8,246.6964286,246.7112542,254.2290954,-2.57,0.68,0,0.68,,7.876362862,12.21309362,11.66816701
01-08-2008,236.26,236.61,231.25,233.93,6015800,233.93,5.36,-1.165,268.52,232.8,244.7764286,245.007087,252.7254587,-3.83,4.47,0,4.47,,7.696622658,12.82607487,11.89917021
04-08-2008,234.06,236.5,230.95,231.5,4974000,233.725,5.55,-3.505,268.52,231.25,242.8807143,243.206142,251.1532025,-0.11,0.3,0,0.3,,7.543292468,13.60904329,12.88273726
05-08-2008,233.8,240.04,233.16,239.92,7169000,236.6,6.88,6.38,268.52,230.95,240.8892857,242.7679898,250.3211134,3.54,-2.21,3.54,0,,7.495914434,10.91020066,12.4484396
06-08-2008,239.18,244.88,236.26,243.17,6751600,240.57,8.62,4.595,249.49,230.95,239.2071429,242.8215911,249.7914013,4.84,-3.1,4.84,0,,7.57620626,2.58069785,9.033313931
07-08-2008,241,242,238.2,239.56,5547600,240.1,3.8,-1.26,248.62,230.95,239.1285714,242.3867123,249.0335197,-2.88,-1.94,0,0,,7.306477242,3.625740355,5.705546287
08-08-2008,240.08,247.88,237.84,247.5,7478600,242.86,10.04,8.35,248.62,230.95,240.0642857,243.068484,248.9199257,5.88,0.36,5.88,0,,7.501728867,0.466142257,2.224193487
11-08-2008,246.24,254.44,245.89,250.42,8478600,250.165,8.55,2.345,248.62,230.95,240.9114286,244.0486861,249.0310423,6.56,-8.05,6.56,0,,7.576605377,-0.730890265,1.120330782
12-08-2008,251,253.06,249,251.3,5511400,251.03,4.06,0.42,254.44,230.95,241.3892857,245.015528,249.1991132,-1.38,-3.11,0,0,,7.325419279,1.23612314,0.323791711
13-08-2008,250.8,251.77,246.94,250.02,7251000,249.355,4.83,0.275,254.44,230.95,242.2614286,245.6827909,249.2599197,-1.29,2.06,0,2.06,,7.147175044,1.739027797,0.748086891
14-08-2008,248.85,253.8,248.14,252.74,5837200,250.97,5.66,3.715,254.44,230.95,242.7435714,246.6237521,249.5177034,2.03,-1.2,2.03,0,,7.040948255,0.678033702,1.217728213
15-08-2008,253.5,255.33,252.75,255.08,7091400,254.04,2.58,1.83,254.44,230.95,243.9235714,247.7512518,249.9297254,1.53,-4.61,1.53,0,,6.722309094,-0.253354974,0.721235508
18-08-2008,254.92,255,247.76,249.15,6667800,251.38,7.24,-5.115,255.33,230.95,244.4657143,247.9377516,249.8719679,-0.33,4.99,0,4.99,,6.759287016,2.372861833,0.93251352
19-08-2008,245.22,249.14,243.32,245.25,6093000,246.23,5.82,-0.965,255.33,230.95,244.7442857,247.5793847,249.5295999,-5.86,4.44,0,4.44,,6.692195086,3.932967869,2.017491576
20-08-2008,247.36,248.34,241.28,242.5,7964200,244.81,7.06,-4.74,255.33,230.95,245.1457143,246.9021334,249.0088888,-0.8,2.04,0,2.04,,6.718466866,4.933287192,3.746372298
21-08-2008,241.46,244.95,239.64,243.26,7028200,242.295,5.31,1.865,255.33,230.95,245.8121429,246.4165156,248.5830452,-3.39,1.64,0,1.64,,6.61786209,4.761998698,4.542751253
22-08-2008,245.75,247.44,244.74,245.3,4594400,246.09,2.7,-1.015,255.33,233.16,246.7978571,246.2676469,248.3398567,2.49,-5.1,2.49,0,,6.338014798,3.912695781,4.53599389
25-08-2008,243.06,248.5,240.75,241.5,4028600,244.625,7.75,-3.905,255.33,236.26,246.9107143,245.6319606,247.8332006,1.06,3.99,0,3.99,,6.438870884,5.334927768,4.669874082
26-08-2008,241.73,241.73,235.3,237.08,6616400,238.515,6.43,-3.76,255.33,237.84,246.4757143,244.4916992,247.0366672,-6.77,5.45,0,5.45,,6.438237249,7.043884365,5.430502638
27-08-2008,236.86,237.42,232.42,234.29,8774200,234.92,5,-1.915,255.33,235.3,246.0992857,243.1314727,246.0924697,-4.31,2.88,0,2.88,,6.335506017,8.178973352,6.852595162
28-08-2008,236.24,238.22,235.16,236.89,6059400,236.69,3.06,0.525,255.33,232.42,245.3414286,242.2992763,245.4108053,0.8,-2.74,0.8,0,,6.101541302,7.236906654,7.486588124
29-08-2008,234.88,235.5,231.16,231.64,7696400,233.33,4.34,-3.31,255.33,232.42,244,240.8780395,244.3907456,-2.72,4,0,4,,5.975716923,9.159449428,8.191776478
02-09-2008,238.38,241.09,230.71,232.62,12223000,235.9,10.38,-6.16,255.33,231.16,242.6657143,239.7769675,243.5188385,5.59,0.45,5.59,0,,6.290308571,8.684844545,8.360400209
03-09-2008,234.36,237.14,229.79,232.2,8629200,233.465,7.35,-2.345,255.33,230.71,241.3928571,238.7667052,242.680406,-3.95,0.92,0,0.92,,6.366000816,8.97642379,8.940239254
04-09-2008,230,231.62,224.7,225.13,9697000,228.16,6.92,-5.465,255.33,229.79,239.4207143,236.9484778,241.380376,-5.52,5.09,0,5.09,,6.405572186,11.57997661,9.747081648
05-09-2008,222.74,226.23,220.04,222.12,9068600,223.135,6.19,-1.325,255,224.7,237.0664286,234.9713475,239.9536814,-5.39,4.66,0,4.66,,6.390174173,12.82746513,11.12795518
08-09-2008,226.01,226.47,208.78,209.98,18035800,217.625,17.69,-15.66,249.14,220.04,234.2685714,231.6391678,237.7334087,0.24,11.26,0,11.26,,7.197304589,14.78851964,13.06532046
09-09-2008,211.58,216.19,207.5,209.33,14459200,211.845,8.69,-3.64,248.5,208.78,231.7028571,228.6646121,235.6294525,-10.28,1.28,0,1.28,,7.30392569,15.53502023,14.38366833
10-09-2008,212.24,212.24,204.84,207.08,12453600,208.54,7.4,-4.04,248.5,207.5,229.1728571,225.7866638,233.5146783,-3.95,2.66,0,2.66,,7.310788141,16.40136216,15.57496734
11-09-2008,204.18,217.54,203.19,216.88,12942800,210.365,14.35,12.865,248.5,204.84,227.2885714,224.5991086,232.2824799,5.3,1.65,5.3,0,,7.813588988,13.41905914,15.11848051
12-09-2008,215.1,221,214.5,218.83,12056000,217.75,6.5,2.945,248.5,203.19,225.3978571,223.8298942,231.2859999,3.46,-11.31,3.46,0,,7.719761203,12.08283277,13.96775136
15-09-2008,212,220.98,211.86,216.93,13134800,216.42,9.12,2.975,241.73,203.19,223.6428571,222.9099083,230.2225925,-0.02,2.64,0,2.64,,7.81977826,10.38721702,11.96303631
16-09-2008,212.98,224.64,212.74,221.46,13981400,218.69,11.9,7.01,241.09,203.19,222.5271429,222.7165872,229.5735116,3.66,-0.88,3.66,0,,8.11122267,8.386021873,10.28535722
17-09-2008,219.24,219.57,206.72,207.24,18253800,213.145,12.85,-11.905,241.09,203.19,220.595,220.6530422,227.9191774,-5.07,6.02,0,6.02,,8.449706765,13.37971106,10.71764999
18-09-2008,211.32,219.59,205.25,219.54,17178800,212.42,14.34,11.23,241.09,203.19,219.3557143,220.5046366,227.2984976,0.02,1.47,0,1.47,,8.870441996,9.375271905,10.38033495
19-09-2008,230.5,231.04,221.64,224.58,20012000,226.34,9.4,-4.72,241.09,203.19,218.8514286,221.0480184,227.0971274,11.45,-16.39,11.45,0,,8.908267568,6.716569708,9.823850891
22-09-2008,227.06,227.06,214.5,215.07,8814600,220.78,12.56,-11.705,237.14,203.19,217.5978571,220.2509493,226.2062291,-3.98,7.14,0,7.14,,9.169105599,8.868974663,8.320272092
23-09-2008,216.62,220.4,212.86,214.64,10408400,216.63,7.54,-2.98,231.62,203.19,216.3435714,219.5028227,225.3494714,-6.66,1.64,0,1.64,,9.052740913,7.237851662,7.607798678
24-09-2008,215.17,222.5,215.06,217.56,8484000,218.78,7.44,-0.025,231.04,203.19,215.8028571,219.2437797,224.7724735,2.1,-2.2,2.1,0,,8.937545133,5.833856274,7.313560867
25-09-2008,219.42,225,217.99,219.8,10040600,221.495,7.01,-1.505,231.04,203.19,215.6371429,219.3179424,224.4041421,2.5,-2.93,2.5,0,,8.799863338,4.833473091,5.968393676
26-09-2008,214,218.58,210.52,215.52,10585000,214.55,8.06,1.73,231.04,203.19,216.0328571,218.8115501,223.7460575,-6.42,7.47,0,7.47,,8.747015957,6.768130478,5.811819948
29-09-2008,209.76,211.76,190.36,190.5,21525800,201.06,21.4,-20.19,231.04,203.19,214.6878571,215.0366767,221.2833866,-6.82,20.16,0,20.16,,9.650800531,16.13660789,9.246070486
30-09-2008,197.99,212.54,196.16,200.26,6172600,204.35,16.38,-2.955,231.04,190.36,214.2007143,213.0664532,219.7260987,0.78,-5.8,0.78,0,,10.13145764,13.15412722,12.01962186
01-10-2008,205.58,208.49,201.55,205.86,12469600,205.02,6.94,0.98,231.04,190.36,213.4135714,212.1055927,218.6989803,-4.05,-5.39,0,0,,9.903496377,10.94497088,13.411902
02-10-2008,204.9,204.99,193,195.24,11969800,198.995,11.99,-8.585,231.04,190.36,211.7285714,209.856847,216.961278,-3.5,8.55,0,8.55,,10.05253235,14.94001043,13.01303618
03-10-2008,198.68,206.25,191.54,193.46,15985800,198.895,14.71,-8.045,231.04,190.36,210.0521429,207.6706008,215.2204426,1.26,1.46,0,1.46,,10.38520861,15.7182592,13.86774684
06-10-2008,186.99,188,178.58,185.6,22441200,183.29,9.42,1.615,231.04,190.36,207.4907143,204.727854,213.0263358,-18.25,12.96,0,12.96,,10.31626514,19.80603683,16.82143549
07-10-2008,186.66,187.49,172.68,173,22108800,180.085,14.81,-13.915,231.04,178.58,205.045,200.4974735,210.061422,-0.51,5.9,0,5.9,,10.6372462,23.6941479,19.73948131
08-10-2008,165.08,179.5,163.06,169.06,23652800,171.28,16.44,-0.23,231.04,172.68,201.4392857,196.3058103,207.0242796,-7.99,9.62,0,9.62,,11.05172861,26.79984434,23.43334302
09-10-2008,172.26,174.28,160.84,164.49,16150000,167.56,13.44,-6.955,227.06,163.06,197.1471429,192.0637023,203.8735922,-5.22,2.22,0,2.22,,11.22231943,26.73760229,25.74386484
10-10-2008,156.58,170.94,155.15,166,21195600,163.045,15.79,7.665,225,160.84,193.6421429,188.588542,201.068141,-3.34,5.69,0,5.69,,11.54858233,27.14703108,26.8948259
13-10-2008,177.9,190.98,172.88,190.51,17811000,181.93,18.1,14.885,225,155.15,191.9185714,188.8447364,200.2860564,20.04,-17.73,20.04,0,,12.01654073,16.41482046,23.43315128
14-10-2008,196.76,197.25,178.5,181.36,15569600,187.875,18.75,-14.215,225,155.15,189.3328571,187.8467715,198.8841263,6.27,-5.62,6.27,0,,12.49750211,18.24300316,20.60161823
15-10-2008,177.32,179.5,169.42,169.58,13442800,174.46,10.08,-8.75,218.58,155.15,185.7457143,185.411202,196.7134503,-17.75,9.08,0,9.08,,12.32482339,21.55456825,18.73746395
16-10-2008,166.38,178.25,154.72,176.51,32479400,166.485,23.53,15.09,212.54,155.15,182.9592857,184.2243751,195.2168984,-1.25,14.7,0,14.7,,13.12519314,18.24765763,19.34840968
17-10-2008,189.48,193,181.78,186.27,28498400,187.39,11.22,-2.725,212.54,154.72,182.6571429,184.4971251,194.5541652,14.75,-27.06,14.75,0,,12.98910792,12.20356305,17.33526298
20-10-2008,189.88,190.49,179.8,189.66,13506800,185.145,10.69,4.405,208.49,154.72,181.9,185.1855084,194.1916345,-2.51,1.98,0,1.98,,12.82488592,9.226547762,13.22592282
21-10-2008,186.2,191.89,181,181.38,11564000,186.445,10.89,-7.475,206.25,154.72,180.1514286,184.6781073,193.2426245,1.4,-1.2,1.4,0,,12.68667979,11.63644871,11.02218651
22-10-2008,178.5,184.84,172,177.84,13120000,178.42,12.84,-0.91,206.25,154.72,178.9085714,183.7663596,192.1016894,-7.05,9,0,9,,12.69763123,13.71403746,11.52567798
23-10-2008,176.82,179,169,176.16,12957800,174,10,1.83,197.25,154.72,177.6728571,182.7521783,190.9208235,-5.84,3,0,3,,12.50494329,10.79214001,12.04754206
24-10-2008,163.24,175.24,162.37,169.64,14718000,168.805,12.87,4.035,197.25,154.72,176.5328571,181.0038879,189.3444662,-3.76,6.63,0,6.63,,12.53101877,14.28978081,12.93198609
27-10-2008,167.4,171.5,162.8,164.74,12401400,167.15,8.7,-3.74,197.25,154.72,175.9428571,178.8353695,187.5219131,-3.74,-0.43,0,0,,12.25737457,16.17493408,13.75228497
28-10-2008,169.52,184.66,164.26,184.38,16210800,174.46,20.4,17.35,197.25,154.72,177.0371429,179.5746536,187.2891788,13.16,-1.46,13.16,0,,12.83899067,7.15397443,12.53956311
29-10-2008,182.9,185.5,176.18,179,19513200,180.84,9.32,-3.79,197.25,154.72,178.0735714,179.4980331,186.6751656,0.84,-11.92,0.84,0,,12.58763419,9.077795464,10.80223466
30-10-2008,184.23,186,179.18,179.84,15977800,182.59,6.82,-4.945,197.25,154.72,179.0621429,179.5436287,186.168857,0.5,-3,0.5,0,,12.17566032,8.610499765,8.280756553
31-10-2008,178.08,185.98,177.14,179.68,14846600,181.56,8.84,-1.08,197.25,154.72,178.2885714,179.5618115,185.6882009,-0.02,2.04,0,2.04,,11.93739887,8.85897242,8.849089216
03-11-2008,178.79,181.5,170.72,173.24,11909000,176.11,10.78,-5.645,193,154.72,177.7085714,178.7189033,184.766112,-4.48,6.42,0,6.42,,11.85472752,9.947393592,9.138955259
04-11-2008,176.72,186.18,172.75,183.47,14699800,179.465,13.43,7.38,193,154.72,178.7007143,179.3523829,184.6701037,4.68,-2.03,4.68,0,,11.96724699,5.134145027,7.980170346
05-11-2008,181.08,184.44,170.66,171.12,13893000,177.55,13.78,-11.41,193,162.37,178.3157143,178.2547318,183.6663923,-1.74,2.09,0,2.09,,12.09672934,10.7039773,8.595171973
06-11-2008,169.98,172.21,162.9,165.61,17149600,167.555,9.31,-4.13,191.89,162.37,176.84,176.5687676,182.3288818,-12.23,7.76,0,7.76,,11.89767725,13.40679522,9.748305851
07-11-2008,166.56,170.58,162.66,165.57,9362600,166.62,7.92,-1.545,191.89,162.37,175.1192857,175.1022652,181.0874831,-1.63,0.24,0,0.24,,11.61355744,13.60663789,12.57247014
10-11-2008,164,164.72,154.74,159.39,16160200,159.73,9.98,-2.645,186.18,162.37,173.5485714,173.0072965,179.4802621,-5.86,7.92,0,7.92,,11.49687477,14.18773997,13.73372436
11-11-2008,154.34,158.15,150.26,155.73,20293200,154.205,7.89,2.22,186.18,154.74,171.9692857,170.703657,177.7209835,-6.57,4.48,0,4.48,,11.23924086,16.55251142,14.78229643
12-11-2008,151.02,156.24,143.88,145.5,20102200,150.06,12.36,-7.32,186.18,150.26,169.7792857,167.3431694,175.334244,-1.91,6.38,0,6.38,,11.31929508,21.02325581,17.2545024
13-11-2008,145.88,156.5,140,156.04,26469400,148.25,16.5,12.87,186.18,143.88,168.8078571,165.8360801,173.9050407,0.26,3.88,0,3.88,,11.68934543,17.39080261,18.32218995
14-11-2008,151.62,162.5,151.28,155.01,19034200,156.89,11.22,-0.185,186.18,140,168.1128571,164.3926028,172.5054081,6,-11.28,6,0,,11.65582076,16.72524347,18.3797673
17-11-2008,151.5,155.08,148.98,150.06,15087600,152.03,6.1,-2.69,186.18,140,165.6614286,162.4815891,170.8427852,-7.42,2.3,0,2.3,,11.25897642,19.12426537,17.74677048
18-11-2008,150.78,151.86,142.68,148.71,16692200,147.27,9.18,0.405,186.18,140,163.4978571,160.6453772,169.2033197,-3.22,6.3,0,6.3,,11.1104781,20.16955995,18.67302293
19-11-2008,147.7,150.1,139.29,140.09,15669200,144.695,10.81,-8.41,186.18,140,160.6585714,157.9046602,167.0467775,-1.76,3.39,0,3.39,,11.08901538,23.68569813,20.99317448
20-11-2008,137.44,141.47,129.52,129.78,19558800,135.495,11.95,-9.545,186.18,139.29,157.0942857,154.1547055,164.2862754,-8.63,9.77,0,9.77,,11.15051428,28.81594073,24.22373294
21-11-2008,131.26,134.68,123.65,131.22,20489000,129.165,11.03,2.035,186.18,129.52,154.0928571,151.0967448,161.8369217,-6.79,5.87,0,5.87,,11.14190612,29.84604524,27.44922803
24-11-2008,134.63,134.98,124.5,128.72,20109400,129.74,10.48,-3.975,184.44,123.65,150.1821429,148.1131788,159.3838164,0.3,-0.85,0.3,0,,11.09462711,29.57301701,29.41166766
25-11-2008,134.34,143.33,133.66,141.02,21542400,138.495,9.67,5.865,172.21,123.65,148.0321429,147.1674217,158.0235337,8.35,-9.16,8.35,0,,10.99286803,18.75018786,26.0564167
26-11-2008,140.14,147.73,138.1,146.04,12713200,142.915,9.63,6.075,170.58,123.65,146.6342857,147.0170988,157.1358645,4.4,-4.44,4.4,0,,10.89552032,14.91747971,21.08022819
28-11-2008,145.29,148.22,144.14,146.48,5131000,146.18,4.08,0.895,164.72,123.65,145.2707143,146.9454856,156.3465412,0.49,-6.04,0.49,0,,10.40869744,11.13383183,14.93383314
01-12-2008,143.34,143.69,132.99,133,11422400,138.34,10.7,-10.51,162.5,123.65,143.3857143,145.0860875,154.6171678,-4.53,11.15,0,11.15,,10.42950476,17.05103751,14.36744969
02-12-2008,134.86,138.89,131.29,137.56,11679400,135.09,7.6,3.82,162.5,123.65,142.0878571,144.0826092,153.3536739,-4.8,1.7,0,1.7,,10.22739728,15.71716662,14.63401199
03-12-2008,134.93,140.68,132.67,139.72,11809600,136.675,8.01,5.44,162.5,123.65,141.675,143.500928,152.3437721,1.79,-1.38,1.79,0,,10.06901176,14.50401121,15.75740511
04-12-2008,138.26,141.74,134.38,137.17,9773200,138.06,7.36,-1.435,162.5,123.65,140.3271429,142.6568042,151.219789,1.06,-1.71,1.06,0,,9.875510919,15.45124592,15.22414125
05-12-2008,135.51,142.12,132.01,142,13042400,137.065,10.11,8.18,155.08,123.65,139.3978571,142.5692303,150.5368417,0.38,2.37,0,2.37,,9.892260139,8.904016338,12.95309115
08-12-2008,145,154.72,141,151.06,16288600,147.86,13.72,6.23,151.86,123.65,139.4692857,143.701333,150.5755941,12.6,-8.99,12.6,0,,10.16567013,0.549337362,8.301533207
09-12-2008,148.84,159,148.5,152.99,13779800,153.75,10.5,1.315,154.72,123.65,139.775,144.9398219,150.754439,4.28,-7.5,4.28,0,,10.18955083,1.127733777,3.527029159
10-12-2008,154.62,157.45,152.26,154.41,10474000,154.855,5.19,-0.55,159,123.65,140.7978571,146.2025123,151.0252213,-1.55,-3.76,0,0,,9.832440061,2.876841116,1.517970751
11-12-2008,152.08,156.44,148.9,150.11,12358400,152.67,7.54,-3.545,159,123.65,142.25,146.7235107,150.9574271,-1.01,3.36,0,3.36,,9.668694342,5.469254668,3.157943187
12-12-2008,147.85,158.24,147,157.88,11444200,152.62,11.24,10.275,159,124.5,144.1542857,148.2110426,151.4702103,1.8,1.9,0,1.9,,9.78093046,0.753067742,3.033054509
15-12-2008,157,159.24,152.56,155.34,13475800,155.9,6.68,-1.39,159,131.29,146.0557143,149.1615702,151.7568614,1,-5.56,1,0,,9.559435427,2.281937777,2.834753396
16-12-2008,157.26,164.75,155.64,162.64,14119200,160.195,9.11,5.135,159.24,131.29,147.6,150.9586942,152.5630198,5.51,-3.08,5.51,0,,9.527332897,-2.206287921,0.2762392
17-12-2008,159.32,161.06,156.21,157.62,11579400,158.635,4.85,-1.865,164.75,131.29,148.4271429,151.8468683,152.9376109,-3.69,-0.57,0,0,,9.19323769,4.279326591,1.451658816
18-12-2008,158.35,160.18,154.56,155.14,9527000,157.37,5.62,-3.835,164.75,131.29,149.0457143,152.2859525,153.1007509,-0.88,1.65,0,1.65,,8.938006426,5.700388528,2.5911424
19-12-2008,155.5,158.9,154.5,155.08,11225200,156.7,4.4,-1.83,164.75,131.29,150.6228571,152.6584922,153.2473619,-1.28,0.06,0,0.06,,8.61386311,5.80501861,5.26157791
22-12-2008,154.28,154.75,145.32,148.56,7835200,150.035,9.43,-4.335,164.75,132.01,151.4085714,152.1120266,152.9001499,-4.15,9.18,0,9.18,,8.672158602,9.575065795,7.026824311
23-12-2008,150.22,151.66,148.34,149.01,7555400,150,3.32,-1.595,164.75,132.01,152.0721429,151.698423,152.6119907,-3.09,-3.02,0,0,,8.289861559,9.462262166,8.28078219
24-12-2008,150.74,153.17,149.19,151.48,3843000,151.18,3.98,0.67,164.75,132.01,153.0942857,151.6693,152.5281395,1.51,-0.85,1.51,0,,7.982014305,8.087518284,9.041615415
26-12-2008,152.04,152.63,149.16,150.18,3918200,150.895,3.47,-1.645,164.75,141,153.6785714,151.4707266,152.3542033,-0.54,0.03,0,0.03,,7.659727569,8.756272725,8.768684391
29-12-2008,150.11,150.69,145.79,148.71,7403800,148.24,4.9,-0.23,164.75,145.32,153.5107143,151.1026297,152.0842623,-1.94,3.37,0,3.37,,7.462604171,9.722390593,8.855393867
30-12-2008,150.4,153.4,149.35,151.56,7687000,151.375,4.05,0.765,164.75,145.32,153.4085714,151.1636124,152.045428,2.71,-3.56,2.71,0,,7.21884673,8.043418605,8.840693974
31-12-2008,152.1,155.5,151.3,153.82,5773600,153.4,4.2,1.28,164.75,145.32,153.3664286,151.5177975,152.1768778,2.1,-1.95,2.1,0,,7.003214821,6.686242124,8.150683774
02-01-2009,154.3,160.91,152.75,160.66,7221000,156.83,8.16,7.01,164.75,145.32,154.12,152.7367578,152.8052572,5.41,-1.45,5.41,0,,7.085842334,2.59287435,5.77417836
05-01-2009,160.5,165.62,157.5,164.02,9778000,161.56,8.12,4.22,164.75,145.32,154.5585714,154.2411901,153.6359789,4.71,-4.75,4.71,0,,7.159710739,0.454743662,3.244620045
06-01-2009,166.49,170.4,163.2,167.03,12850400,166.8,7.2,0.5,165.62,145.32,155.3935714,155.9463647,154.6281286,4.78,-5.7,4.78,0,,7.162588543,-0.853924419,0.731231198
07-01-2009,164.16,165.46,159.38,161,8989000,162.42,6.08,-3,170.4,145.32,155.2764286,156.6201828,155.1001191,-4.94,3.82,0,3.82,,7.08526079,5.420991926,1.673937056
08-01-2009,159.14,162.6,158.67,162.6,7201400,160.635,3.93,3.695,170.4,145.32,155.6321429,157.4174917,155.6556658,-2.86,0.71,0,0.71,,6.859885019,4.678923848,3.081997118
09-01-2009,163.75,163.75,156.7,157.54,8681000,160.225,7.05,-5.79,170.4,145.32,155.8035714,157.4338262,155.7952461,1.15,1.97,0,1.97,,6.873464661,7.298938646,5.79961814
12-01-2009,158.16,159.48,155.12,156.34,6608600,157.3,4.36,-1.87,170.4,145.32,155.8935714,157.2879827,155.8355983,-4.27,1.58,0,1.58,,6.693931471,8.16160678,6.713156424
13-01-2009,155.88,160.3,155.2,157.16,8865000,157.75,5.1,0.05,170.4,145.79,156.5078571,157.2709183,155.9337021,0.82,-0.08,0.82,0,,6.580079223,7.772233637,7.744259687
14-01-2009,155,156.9,148.88,150.49,10935800,152.89,8.02,-4.655,170.4,145.79,156.6135714,156.3667959,155.5304649,-3.4,6.32,0,6.32,,6.682930707,11.37356831,9.102469575
15-01-2009,148.78,151.79,143.4,149.5,11869000,147.595,8.39,2.265,170.4,145.79,156.4721429,155.4512231,155.0837638,-5.11,5.48,0,5.48,,6.804864228,12.43048741,10.52542978
16-01-2009,152.51,154.12,147.85,149.84,10448800,150.985,6.27,-2.48,170.4,143.4,156.4478571,154.70306,154.6953369,2.33,-4.45,2.33,0,,6.76665964,11.8926423,11.89889934
20-01-2009,149.57,149.75,141.38,141.38,10096400,145.565,8.37,-8.28,170.4,143.4,155.9242857,152.926652,153.7090156,-4.37,6.47,0,6.47,,6.881183952,16.24132527,13.52148499
21-01-2009,144.18,151.75,144.18,151.54,9849000,147.965,7.57,7.255,170.4,141.38,155.9228571,152.7417651,153.5483478,2,-2.8,2,0,,6.930385098,11.56026847,13.23141201
22-01-2009,149.02,154.68,147.57,153.25,16534000,151.125,7.11,4.24,170.4,141.38,155.8821429,152.8095297,153.526248,2.93,-3.39,2.93,0,,6.943214734,10.32137699,12.70765691
23-01-2009,154.64,165.98,152.11,162.35,21465600,159.045,13.87,7.16,170.4,141.38,156.0028571,154.0815924,154.1798592,11.3,-4.54,11.3,0,,7.43798511,4.931389365,8.937678275
26-01-2009,162.43,164,160.28,161.94,9221400,162.14,3.72,-0.445,170.4,141.38,155.8542857,155.1293801,154.7546845,-1.98,-8.17,0,0,,7.172414745,4.951856946,6.734874433
27-01-2009,163.22,166.94,162.14,165.74,9854600,164.54,4.8,2.46,165.98,141.38,155.7621429,156.5441294,155.5684115,2.94,-1.86,2.94,0,,7.002956549,0.146771037,3.343339116
28-01-2009,168.99,176.16,168.16,174.34,15382800,172.16,8,4.855,166.94,141.38,156.715,158.9169122,156.9588996,9.22,-6.02,9.22,0,,7.074173938,-4.565505753,0.17770741
